Muestreo	Fecha	Hora	ZT	Notas		1	2	3	4	5			6	7	8	9	10	11
1191		7:00:30 p. m.	12		0	105	9	364	11	184	0	0	2517	1558	318	0	0	0
1192		7:30:30 p. m.	12.5		0	417	194	806	77	28	0	0	304	2286	98	0	0	0
1193		8:00:30 p. m.	13		0	122	0	160	517	868	0	0	711	441	0	0	0	0
1194		8:30:30 p. m.	13.5		0	66	372	665	59	129	0	0	1319	299	0	0	0	0
1195		9:00:30 p. m.	14		0	790	9	1205	358	0	0	0	84	1129	9	0	0	0
1196		9:30:30 p. m.	14.5		0	1019	174	636	367	185	0	0	448	1185	30	0	0	0
1197		10:00:30 p. m.	15		0	1412	233	563	816	654	0	0	592	2338	146	0	0	0
1198		10:30:30 p. m.	15.5		0	254	476	1062	1827	2439	0	0	159	497	120	0	0	0
1199		11:00:30 p. m.	16		0	950	0	977	1266	1014	0	0	5086	2348	70	0	0	0
1200		11:30:30 p. m.	16.5		0	28	108	732	681	732	0	0	3341	2889	0	0	0	0
1201	15-feb-23	12:00:30 a. m.	17		0	420	56	759	503	1911	0	0	301	470	92	0	0	0
1202		12:30:30 a. m.	17.5		0	500	280	936	1138	1141	0	0	241	3495	22	0	0	0
1203		1:00:30 a. m.	18		0	93	108	1039	671	395	0	0	2294	3732	0	0	0	0
1204		1:30:30 a. m.	18.5		0	736	230	843	1365	609	0	0	443	2301	29	0	0	0
1205		2:00:30 a. m.	19		0	1925	176	999	2469	1354	0	0	2605	1211	269	0	0	0
1206		2:30:30 a. m.	19.5		0	541	259	1758	487	1916	0	0	2762	3824	200	0	0	0
1207		3:00:30 a. m.	20		0	124	112	2067	1099	3009	0	0	2467	1873	39	0	0	0
1208		3:30:30 a. m.	20.5		0	478	9	65	1487	401	0	0	267	569	15	0	0	0
1209		4:00:30 a. m.	21		0	95	185	94	140	903	0	0	2711	918	116	0	0	0
1210		4:30:30 a. m.	21.5		0	203	822	55	717	1823	0	0	3879	3677	0	0	0	0
1211		5:00:30 a. m.	22		0	1389	0	1176	1444	2216	0	0	333	1564	289	0	0	0
1212		5:30:30 a. m.	22.5		0	46	1139	2209	992	532	0	0	2199	3833	0	0	0	0
1213		6:00:30 a. m.	23		0	395	279	125	419	1678	0	0	1273	1042	0	0	0	0
1214		6:30:30 a. m.	23.5		0	465	452	129	399	211	0	0	222	1579	0	0	0	0
1215		7:00:30 a. m.	0		0	123	10	56	73	332	0	0	47	415	0	0	0	0
1216		7:30:30 a. m.	0.5		0	9	47	122	159	370	0	0	347	488	0	0	0	0
1217		8:00:30 a. m.	1		0	19	46	129	115	385	0	0	164	1134	0	0	0	0
1218		8:30:30 a. m.	1.5		0	569	521	364	598	606	0	0	58	512	0	0	0	0
1219		9:00:30 a. m.	2		0	0	0	45	60	251	0	0	694	1261	30	0	0	0
1220		9:30:30 a. m.	2.5		0	93	0	255	60	920	0	0	133	3449	0	0	0	0
1221		10:00:30 a. m.	3		0	734	20	103	436	415	0	0	42	1100	0	0	0	0
1222		10:30:30 a. m.	3.5		0	66	0	67	819	615	0	0	1606	364	7	0	0	0
1223		11:00:30 a. m.	4		0	306	352	74	28	500	0	0	180	320	0	0	0	0
1224		11:30:30 a. m.	4.5		0	65	0	255	10	589	0	0	582	865	132	0	0	0
1225		12:00:30 p. m.	5		0	46	220	525	1	1546	0	0	151	381	0	0	0	0
1226		12:30:30 p. m.	5.5		0	302	95	608	1025	988	0	0	2167	1805	174	0	0	0
1227		1:00:30 p. m.	6		0	45	0	28	21	143	0	0	1711	2534	468	0	0	0
1228		1:30:30 p. m.	6.5		0	85	0	48	198	300	0	0	121	539	0	0	0	0
1229		2:00:30 p. m.	7		0	48	289	56	44	273	0	0	57	258	175	0	0	0
1230		2:30:30 p. m.	7.5		0	9	9	124	42	177	0	0	44	329	0	0	0	0
1231		3:00:30 p. m.	8		0	67	0	45	10	101	0	0	35	406	0	0	0	0
1232		3:30:30 p. m.	8.5		0	102	0	19	18	310	0	0	126	395	0	0	0	0
1233		4:00:30 p. m.	9		0	75	0	28	105	46	0	0	171	938	58	0	0	0
1234		4:30:30 p. m.	9.5		0	19	9	93	28	295	0	0	36	1181	0	0	0	0
1235		5:00:30 p. m.	10		0	46	0	266	520	379	0	0	229	133	0	0	0	0
1236		5:30:30 p. m.	10.5		0	106	798	323	22	134	0	0	97	282	117	0	0	0
1237		6:00:30 p. m.	11		0	589	0	49	12	371	0	0	341	506	0	0	0	0
1238		6:30:30 p. m.	11.5		0	48	68	131	33	1067	0	0	1098	405	112	0	0	0
1239		7:00:30 p. m.	12		0	171	9	102	3418	354	0	0	2055	1430	7	0	0	0
1240		7:30:30 p. m.	12.5		0	1071	344	385	1940	508	0	0	117	978	0	0	0	0
1241		8:00:30 p. m.	13		0	83	637	664	779	377	0	0	591	2579	71	0	0	0
1242		8:30:30 p. m.	13.5		0	57	813	333	1172	725	0	0	81	3120	0	0	0	0
1243		9:00:30 p. m.	14		0	432	130	809	723	938	0	0	469	446	0	0	0	0
1244		9:30:30 p. m.	14.5		0	1576	679	899	1050	1761	0	0	361	727	720	0	0	0
1245		10:00:30 p. m.	15		0	417	9	688	3126	1109	0	0	881	1224	916	0	0	0
1246		10:30:30 p. m.	15.5		0	756	298	1011	2895	1705	0	0	723	2370	269	0	0	0
1247		11:00:30 p. m.	16		0	1923	577	582	1347	1799	0	0	2122	1864	126	0	0	0
1248		11:30:30 p. m.	16.5		0	77	93	831	1982	655	0	0	1625	1204	87	0	0	0
1249	16-feb-23	12:00:30 a. m.	17		0	623	187	511	1392	1368	0	0	1952	2532	0	0	0	0
1250		12:30:30 a. m.	17.5		0	1116	723	864	2877	1270	0	0	285	3703	206	0	0	0
1251		1:00:30 a. m.	18		0	122	1444	656	1636	1248	0	0	2034	2196	0	0	0	0
1252		1:30:30 a. m.	18.5		0	260	1512	1040	2000	2469	0	0	1084	435	910	0	0	0
1253		2:00:30 a. m.	19		0	469	119	797	3563	2445	0	0	165	820	0	0	0	0
1254		2:30:30 a. m.	19.5		0	158	0	1170	3115	378	0	0	1096	2438	195	0	0	0
1255		3:00:30 a. m.	20		0	2141	0	1617	1915	1347	0	0	1586	3424	0	0	0	0
1256		3:30:30 a. m.	20.5		0	558	131	65	118	1744	0	0	2028	2409	0	0	0	0
1257		4:00:30 a. m.	21		0	236	205	240	359	1148	0	0	1813	1408	0	0	0	0
1258		4:30:30 a. m.	21.5		0	424	514	862	4165	882	0	0	3057	77	634	0	0	0
1259		5:00:30 a. m.	22		0	324	947	1636	287	2176	0	0	2853	36	0	0	0	0
1260		5:30:30 a. m.	22.5		0	37	28	505	1696	641	0	0	3464	1367	0	0	0	0
1261		6:00:30 a. m.	23		0	1574	378	795	69	1420	0	0	198	333	178	0	0	0
1262		6:30:30 a. m.	23.5		0	938	353	314	1869	439	0	0	1016	316	123	0	0	0
1263		7:00:30 a. m.	0		0	77	0	74	81	853	0	0	332	1556	0	0	0	0
1264		7:30:30 a. m.	0.5		0	19	9	47	254	249	0	0	118	327	122	0	0	0
1265		8:00:30 a. m.	1		0	122	277	93	11	364	0	0	125	303	0	0	0	0
1266		8:30:30 a. m.	1.5		0	447	18	149	67	281	0	0	85	612	0	0	0	0
1267		9:00:30 a. m.	2		0	27	407	56	57	451	0	0	913	871	58	0	0	0
1268		9:30:30 a. m.	2.5		0	48	300	110	43	376	0	0	146	671	61	0	0	0
1269		10:00:30 a. m.	3		0	19	0	48	1624	73	0	0	877	391	0	0	0	0
1270		10:30:30 a. m.	3.5		0	403	0	78	72	1734	0	0	1100	2040	0	0	0	0
1271		11:00:30 a. m.	4		0	835	0	84	60	224	0	0	184	3204	190	0	0	0
1272		11:30:30 a. m.	4.5		0	55	9	988	20	739	0	0	308	1071	0	0	0	0
1273		12:00:30 p. m.	5		0	392	0	76	21	866	0	0	51	373	0	0	0	0
1274		12:30:30 p. m.	5.5		0	10	0	56	35	124	0	0	148	383	197	0	0	0
1275		1:00:30 p. m.	6		0	206	0	27	89	169	0	0	3610	466	0	0	0	0
1276		1:30:30 p. m.	6.5		0	176	0	48	20	321	0	0	515	342	0	0	0	0
1277		2:00:30 p. m.	7		0	19	0	28	33	228	0	0	219	225	0	0	0	0
1278		2:30:30 p. m.	7.5		0	19	0	205	382	145	0	0	61	383	81	0	0	0
1279		3:00:30 p. m.	8		0	10	9	366	430	605	0	0	121	366	0	0	0	0
1280		3:30:30 p. m.	8.5		0	38	111	19	24	601	0	0	128	1465	0	0	0	0
1281		4:00:30 p. m.	9		0	66	0	104	255	290	0	0	598	421	0	0	0	0
1282		4:30:30 p. m.	9.5		0	1114	149	18	11	123	0	0	120	305	0	0	0	0
1283		5:00:30 p. m.	10		0	86	10	58	18	193	0	0	28	537	227	0	0	0
1284		5:30:30 p. m.	10.5		0	58	0	439	117	0	0	0	131	1047	264	0	0	0
1285		6:00:30 p. m.	11		0	485	222	703	1889	287	0	0	1286	1398	272	0	0	0
1286		6:30:30 p. m.	11.5		0	442	184	103	34	0	0	0	937	1755	0	0	0	0
1287		7:00:30 p. m.	12		0	647	0	141	1196	23	0	0	536	490	0	0	0	0
1288		7:30:30 p. m.	12.5		0	60	0	313	55	987	0	0	11	468	0	0	0	0
1289		8:00:30 p. m.	13		0	38	372	169	672	12	0	0	116	1466	165	0	0	0
1290		8:30:30 p. m.	13.5		0	864	298	745	1576	862	0	0	497	454	0	0	0	0
1291		9:00:30 p. m.	14		0	67	215	634	315	1420	0	0	382	787	353	0	0	0
1292		9:30:30 p. m.	14.5		0	56	334	776	866	306	0	0	1541	1554	1419	0	0	0
1293		10:00:30 p. m.	15		0	633	1169	791	2433	102	0	0	2037	1051	1578	0	0	0
1294		10:30:30 p. m.	15.5		0	48	658	706	4149	873	0	0	299	711	1050	0	0	0
1295		11:00:30 p. m.	16		0	1048	46	743	998	1428	0	0	1364	2451	33	0	0	0
1296		11:30:30 p. m.	16.5		0	46	314	631	2828	1130	0	0	1604	2296	0	0	0	0
1297	17-feb-23	12:00:30 a. m.	17		0	121	0	644	1280	279	0	0	3031	2601	234	0	0	0
1298		12:30:30 a. m.	17.5		0	427	396	363	1949	633	0	0	2306	2973	360	0	0	0
1299		1:00:30 a. m.	18		0	47	110	981	624	10	0	0	938	759	466	0	0	0
1300		1:30:30 a. m.	18.5		0	1177	987	776	1744	2198	0	0	1636	2360	1167	0	0	0
1301		2:00:30 a. m.	19		0	508	1332	948	2838	2755	0	0	1071	244	785	0	0	0
1302		2:30:30 a. m.	19.5		0	966	9	976	1548	3031	0	0	3184	243	324	0	0	0
1303		3:00:30 a. m.	20		0	48	294	1078	1098	51	0	0	215	1667	478	0	0	0
1304		3:30:30 a. m.	20.5		0	90	0	710	1909	11	0	0	451	1989	0	0	0	0
1305		4:00:30 a. m.	21		0	1052	56	268	705	143	0	0	1727	3380	0	0	0	0
1306		4:30:30 a. m.	21.5		0	890	985	1145	800	478	0	0	1363	2916	165	0	0	0
1307		5:00:30 a. m.	22		0	67	688	907	2188	2714	0	0	2720	3956	0	0	0	0
1308		5:30:30 a. m.	22.5		0	132	268	362	419	32	0	0	1560	524	176	0	0	0
1309		6:00:30 a. m.	23		0	898	461	527	558	81	0	0	2821	3355	0	0	0	0
1310		6:30:30 a. m.	23.5		0	73	328	124	355	393	0	0	185	525	30	0	0	0
1311		7:00:30 a. m.	0		0	176	19	102	513	116	0	0	277	1356	49	0	0	0
1312		7:30:30 a. m.	0.5		0	28	0	47	238	1	0	0	765	252	0	0	0	0
1313		8:00:30 a. m.	1		0	166	352	329	922	148	0	0	158	278	0	0	0	0
1314		8:30:30 a. m.	1.5		0	216	146	475	588	156	0	0	1870	2081	315	0	0	0
1315		9:00:30 a. m.	2		0	38	0	66	30	0	0	0	49	30	0	0	0	0
1316		9:30:30 a. m.	2.5		0	46	0	487	21	0	0	0	499	9	0	0	0	0
1317		10:00:30 a. m.	3		0	0	0	56	0	0	0	0	2317	1077	0	0	0	0
1318		10:30:30 a. m.	3.5		0	55	0	37	32	375	0	0	203	2599	0	0	0	0
1319		11:00:30 a. m.	4		0	1244	0	131	11	0	0	0	14	62	217	0	0	0
1320		11:30:30 a. m.	4.5		0	10	0	18	267	25	0	0	141	349	38	0	0	0
1321		12:00:30 p. m.	5		0	0	9	29	280	0	0	0	34	366	0	0	0	0
1322		12:30:30 p. m.	5.5		0	10	0	149	13	3	0	0	215	492	0	0	0	0
1323		1:00:30 p. m.	6		0	19	148	665	11	1	0	0	166	131	108	0	0	0
1324		1:30:30 p. m.	6.5		0	65	0	29	23	236	0	0	1736	2260	0	0	0	0
1325		2:00:30 p. m.	7		0	185	0	36	32	11	0	0	118	300	0	0	0	0
1326		2:30:30 p. m.	7.5		0	556	0	64	0	0	0	0	36	278	0	0	0	0
1327		3:00:30 p. m.	8		0	284	0	27	15	0	0	0	70	232	0	0	0	0
1328		3:30:30 p. m.	8.5		0	187	75	66	0	0	0	0	653	340	59	0	0	0
1329		4:00:30 p. m.	9		0	462	0	57	139	82	0	0	958	626	0	0	0	0
1330		4:30:30 p. m.	9.5		0	161	0	135	649	124	0	0	415	317	0	0	0	0
1331		5:00:30 p. m.	10		0	296	92	335	97	247	0	0	1366	970	191	0	0	0
1332		5:30:30 p. m.	10.5		0	111	0	92	10	0	0	0	175	222	8	0	0	0
1333		6:00:30 p. m.	11		0	36	0	19	9	66	0	0	172	297	0	0	0	0
1334		6:30:30 p. m.	11.5		0	121	0	157	417	0	0	0	464	344	0	0	0	0
1335		7:00:30 p. m.	12		0	2693	719	2192	3756	2860	0	0	1807	2211	689	51	35	39
1336		7:30:30 p. m.	12.5		0	936	138	645	818	764	0	0	3984	3530	699	0	0	0
1337		8:00:30 p. m.	13		0	1418	284	1126	363	816	0	0	1238	121	273	0	0	0
1338		8:30:30 p. m.	13.5		0	711	653	1014	417	1677	0	0	1077	97	0	0	0	0
1339		9:00:30 p. m.	14		0	428	268	1135	584	565	0	0	4594	1573	142	0	0	0
1340		9:30:30 p. m.	14.5		0	2060	112	1358	583	1079	0	0	723	930	1065	0	0	0
1341		10:00:30 p. m.	15		0	1423	669	1353	2063	2431	0	0	2944	2574	1565	0	0	0
1342		10:30:30 p. m.	15.5		0	1180	271	1574	4126	2957	0	0	3267	980	1244	0	0	0
1343		11:00:30 p. m.	16		0	3623	54	1006	1550	3140	0	0	3454	1078	308	0	0	0
1344		11:30:30 p. m.	16.5		0	1389	9	1381	1890	2525	0	0	3145	1695	508	0	0	0
1345	18-feb-23	12:00:30 a. m.	17		0	240	772	1420	1551	3767	0	0	1400	1902	532	0	0	0
1346		12:30:30 a. m.	17.5		0	355	240	968	1663	1078	0	0	2058	2032	527	0	0	0
1347		1:00:30 a. m.	18		0	779	193	1571	687	290	0	0	431	2052	1629	0	0	0
1348		1:30:30 a. m.	18.5		0	847	1117	1427	2230	1083	0	0	551	1733	200	0	0	0
1349		2:00:30 a. m.	19		0	2004	800	1913	1137	2165	0	0	3095	52	0	0	0	0
1350		2:30:30 a. m.	19.5		0	603	0	1645	1298	3003	0	0	3483	560	1951	0	0	0
1351		3:00:30 a. m.	20		0	417	353	1566	1595	1873	0	0	372	2214	320	0	0	0
1352		3:30:30 a. m.	20.5		0	2043	0	2096	2824	2566	0	0	3038	2965	480	0	0	0
1353		4:00:30 a. m.	21		0	2314	9	217	2019	2733	0	0	2389	2881	1003	0	0	0
1354		4:30:30 a. m.	21.5		0	852	566	1894	0	1070	0	0	4128	402	1264	0	0	0
1355		5:00:30 a. m.	22		0	937	589	2557	704	3173	0	0	4183	988	8	0	0	0
1356		5:30:30 a. m.	22.5		0	1494	18	859	3400	3063	0	0	1786	2619	296	0	0	0
1357		6:00:30 a. m.	23		0	868	349	1331	84	2667	0	0	3193	1551	12	0	0	0
1358		6:30:30 a. m.	23.5		0	1337	67	1428	196	1679	0	0	110	8	0	0	0	0
1359		7:00:30 a. m.	0		0	1620	136	198	503	638	0	0	345	178	295	0	0	0
1360		7:30:30 a. m.	0.5		0	335	386	176	11	921	0	0	459	398	0	0	0	0
1361		8:00:30 a. m.	1		0	291	0	121	0	521	0	0	880	17	0	0	0	0
1362		8:30:30 a. m.	1.5		0	504	0	149	187	591	0	0	2335	251	266	0	0	0
1363		9:00:30 a. m.	2		0	1239	0	187	93	2194	0	0	1195	0	247	0	0	0
1364		9:30:30 a. m.	2.5		0	352	0	880	0	590	0	0	559	1787	0	0	0	0
1365		10:00:30 a. m.	3		0	321	610	1115	11	1101	0	0	3718	1682	99	0	0	0
1366		10:30:30 a. m.	3.5		0	974	0	221	992	145	0	0	2444	78	6	0	0	0
1367		11:00:30 a. m.	4		0	1600	10	81	32	625	0	0	135	33	139	0	0	0
1368		11:30:30 a. m.	4.5		0	639	0	47	11	835	0	0	520	165	0	0	0	0
1369		12:00:30 p. m.	5		0	322	27	262	0	329	0	0	665	9	0	0	0	0
1370		12:30:30 p. m.	5.5		0	445	9	1061	33	424	0	0	811	267	0	0	0	0
1371		1:00:30 p. m.	6		0	30	0	94	0	2992	0	0	419	27	218	0	0	0
1372		1:30:30 p. m.	6.5		0	682	0	132	1	946	0	0	507	17	201	0	0	0
1373		2:00:30 p. m.	7		0	1007	9	112	0	547	0	0	1520	243	0	0	0	0
1374		2:30:30 p. m.	7.5		0	430	0	472	12	644	0	0	669	1194	0	0	0	0
1375		3:00:30 p. m.	8		0	277	85	123	0	749	0	0	274	88	0	0	0	0
1376		3:30:30 p. m.	8.5		0	473	40	74	12	706	0	0	1373	18	0	0	0	0
1377		4:00:30 p. m.	9		0	485	0	465	0	1836	0	0	3203	0	0	0	0	0
1378		4:30:30 p. m.	9.5		0	312	0	650	33	603	0	0	389	0	0	0	0	0
1379		5:00:30 p. m.	10		0	919	0	37	127	214	0	0	592	9	0	0	0	0
1380		5:30:30 p. m.	10.5		0	370	0	244	0	577	0	0	812	192	840	0	0	0
1381		6:00:30 p. m.	11		0	95	148	425	0	478	0	0	1027	51	0	0	0	0
1382		6:30:30 p. m.	11.5		0	355	0	654	283	323	0	0	295	535	0	0	0	0
1383		7:00:30 p. m.	12		0	1195	300	252	2254	624	0	0	1374	1515	6	0	0	0
1384		7:30:30 p. m.	12.5		0	1432	0	1181	159	514	0	0	3090	358	487	0	0	0
1385		8:00:30 p. m.	13		0	570	119	645	238	1599	0	0	4236	201	0	0	0	0
1386		8:30:30 p. m.	13.5		0	599	608	1174	576	2670	0	0	435	609	1372	0	0	0
1387		9:00:30 p. m.	14		0	1592	482	1690	295	1234	0	0	890	705	1223	0	0	0
1388		9:30:30 p. m.	14.5		0	1627	137	2142	331	2272	0	0	2386	2236	180	0	0	0
1389		10:00:30 p. m.	15		0	2536	260	942	3007	1328	0	0	2654	426	1925	0	0	0
1390		10:30:30 p. m.	15.5		0	1977	613	1692	4299	1425	0	0	3196	1558	1690	0	0	0
1391		11:00:30 p. m.	16		0	3278	1410	1268	1983	3547	0	0	2649	1680	332	0	0	0
1392		11:30:30 p. m.	16.5		0	518	8	866	1456	1437	0	0	3986	1437	1095	0	0	0
1393	19-feb-23	12:00:30 a. m.	17		0	427	445	1268	1122	1307	0	0	1070	2323	0	0	0	0
1394		12:30:30 a. m.	17.5		0	858	263	1375	1179	2029	0	0	1622	692	274	0	0	0
1395		1:00:30 a. m.	18		0	1975	257	1192	412	2807	0	0	3791	953	1350	0	0	0
1396		1:30:30 a. m.	18.5		0	2560	1185	1143	1247	3280	0	0	2037	1057	154	0	0	0
1397		2:00:30 a. m.	19		0	1247	1979	1963	818	596	0	0	3593	3345	0	0	0	0
1398		2:30:30 a. m.	19.5		0	2375	76	1562	2371	333	0	0	1175	429	7	0	0	0
1399		3:00:30 a. m.	20		0	3165	246	1740	2667	611	0	0	3472	22	291	0	0	0
1400		3:30:30 a. m.	20.5		0	1062	0	1632	693	3246	0	0	3342	722	1169	0	0	0
1401		4:00:30 a. m.	21		0	441	28	1535	2073	2340	0	0	4731	2097	6	0	0	0
1402		4:30:30 a. m.	21.5		0	1069	217	2573	3446	1420	0	0	1848	2504	13	0	0	0
1403		5:00:30 a. m.	22		0	2116	1400	2423	464	2936	0	0	2239	1342	921	0	0	0
1404		5:30:30 a. m.	22.5		0	2824	266	596	2768	2373	0	0	3615	2550	0	0	0	0
1405		6:00:30 a. m.	23		0	1498	18	1527	43	1320	0	0	349	310	245	0	1	1
1406		6:30:30 a. m.	23.5		0	2060	18	886	286	2220	0	0	309	2535	0	0	0	0
1407		7:00:30 a. m.	0		0	239	675	307	1	1754	0	0	999	1807	0	0	0	0
1408		7:30:30 a. m.	0.5		0	443	0	140	22	431	0	0	101	88	0	0	0	0
1409		8:00:30 a. m.	1		0	358	0	160	435	380	0	0	366	105	378	0	0	0
1410		8:30:30 a. m.	1.5		0	338	0	251	153	814	0	0	57	438	109	0	0	0
1411		9:00:30 a. m.	2		0	640	311	169	0	508	0	0	87	80	0	0	0	0
1412		9:30:30 a. m.	2.5		0	73	10	164	10	1319	0	0	2263	1633	0	0	0	0
1413		10:00:30 a. m.	3		0	1028	0	2073	0	1507	0	0	2233	980	0	0	0	0
1414		10:30:30 a. m.	3.5		0	735	0	131	326	2186	0	0	74	186	0	0	0	0
1415		11:00:30 a. m.	4		0	266	0	167	522	338	0	0	257	17	542	0	0	0
1416		11:30:30 a. m.	4.5		0	253	585	332	0	633	0	0	195	379	7	0	0	0
1417		12:00:30 p. m.	5		0	777	0	282	11	573	0	0	283	102	7	0	0	0
1418		12:30:30 p. m.	5.5		0	1702	0	55	0	562	0	0	121	108	0	0	0	0
1419		1:00:30 p. m.	6		0	229	0	210	0	436	0	0	74	73	0	0	0	0
1420		1:30:30 p. m.	6.5		0	203	0	981	11	501	0	0	429	192	0	0	0	0
1421		2:00:30 p. m.	7		0	364	0	64	0	819	0	0	181	95	0	0	0	0
1422		2:30:30 p. m.	7.5		0	472	9	82	0	829	0	0	587	150	0	0	0	0
1423		3:00:30 p. m.	8		0	120	0	18	0	297	0	0	68	1030	0	0	0	0
1424		3:30:30 p. m.	8.5		0	589	0	288	12	356	0	0	54	344	579	0	0	0
1425		4:00:30 p. m.	9		0	565	223	139	0	402	0	0	75	138	193	0	0	0
1426		4:30:30 p. m.	9.5		0	1062	0	485	0	1159	0	0	12	161	0	0	0	0
1427		5:00:30 p. m.	10		0	636	0	265	512	514	0	0	1341	101	6	0	0	0
1428		5:30:30 p. m.	10.5		0	261	0	235	0	297	0	0	1714	81	0	0	0	0
1429		6:00:30 p. m.	11		0	149	0	168	0	478	0	0	34	474	69	0	0	0
1430		6:30:30 p. m.	11.5		0	822	139	302	239	464	0	0	223	65	0	0	0	0
1431		7:00:30 p. m.	12		0	794	264	1154	563	597	0	0	598	686	974	0	0	0
1432		7:30:30 p. m.	12.5		0	2933	72	628	0	2360	0	0	2723	2218	1558	0	0	0
1433		8:00:30 p. m.	13		0	323	613	1097	697	1577	0	0	154	1050	148	0	0	0
1434		8:30:30 p. m.	13.5		0	1294	475	893	226	642	0	0	279	1237	42	0	0	0
1435		9:00:30 p. m.	14		0	1615	492	2065	740	2027	0	0	740	1718	852	0	0	0
1436		9:30:30 p. m.	14.5		0	2403	301	2123	1559	2147	0	0	770	651	1534	0	0	0
1437		10:00:30 p. m.	15		0	1245	580	1641	1830	1455	0	0	2099	351	1586	0	0	0
1438		10:30:30 p. m.	15.5		0	2822	203	1825	2068	1802	0	0	453	750	2407	0	0	0
1439		11:00:30 p. m.	16		0	2270	725	1146	1494	1313	0	0	2579	266	1829	0	0	0
1440		11:30:30 p. m.	16.5		0	1460	524	1478	748	1716	0	0	3647	850	798	0	0	0
1441	20-feb-23	12:00:30 a. m.	17		0	635	141	1506	1031	2234	0	0	1259	1530	0	0	0	0
1442		12:30:30 a. m.	17.5		0	1104	918	1082	948	2512	0	0	3133	1396	168	0	0	0
1443		1:00:30 a. m.	18		0	1537	165	975	2131	2633	0	0	508	529	289	0	0	0
1444		1:30:30 a. m.	18.5		0	3155	46	1728	2119	788	0	0	2280	1258	1890	0	0	0
1445		2:00:30 a. m.	19		0	3653	660	1066	3461	606	0	0	1056	1936	2685	0	0	0
1446		2:30:30 a. m.	19.5		0	691	973	1794	1395	4443	0	0	1796	2303	175	0	0	0
1447		3:00:30 a. m.	20		0	187	19	1027	375	3810	0	0	1180	408	30	0	0	0
1448		3:30:30 a. m.	20.5		0	709	19	2154	3604	939	0	0	4005	2052	193	0	0	0
1449		4:00:30 a. m.	21		0	2842	361	2433	688	724	0	0	1241	1423	458	0	0	0
1450		4:30:30 a. m.	21.5		0	2868	257	1834	287	2439	0	0	4275	353	728	0	0	0
1451		5:00:30 a. m.	22		0	1607	672	1813	4420	1694	0	0	2234	661	0	0	0	0
1452		5:30:30 a. m.	22.5		0	2041	484	1390	1583	2370	0	0	1533	1586	290	0	0	0
1453		6:00:30 a. m.	23		0	1276	28	1281	73	1803	0	0	696	695	0	0	0	0
1454		6:30:30 a. m.	23.5		0	2769	513	520	11	1897	0	0	282	2523	0	0	0	0
1455		7:00:30 a. m.	0		0	498	66	705	424	1821	0	0	263	1374	7	0	0	0
1456		7:30:30 a. m.	0.5		0	509	0	198	86	521	0	0	35	198	6	0	0	0
1457		8:00:30 a. m.	1		0	232	0	149	67	766	0	0	543	101	0	0	0	0
1458		8:30:30 a. m.	1.5		0	344	0	602	85	597	0	0	519	33	337	0	0	0
1459		9:00:30 a. m.	2		0	551	375	1002	164	1530	0	0	1339	76	0	0	0	0
1460		9:30:30 a. m.	2.5		0	750	0	409	0	1287	0	0	2997	359	0	0	0	0
1461		10:00:30 a. m.	3		0	360	0	85	988	1603	0	0	193	345	0	0	0	0
1462		10:30:30 a. m.	3.5		0	1144	110	227	367	694	0	0	308	2125	436	0	0	0
1463		11:00:30 a. m.	4		0	1880	18	146	0	1679	0	0	506	109	0	0	0	0
1464		11:30:30 a. m.	4.5		0	324	0	1256	101	648	0	0	171	38	0	0	0	0
1465		12:00:30 p. m.	5		0	290	0	102	0	387	0	0	169	242	0	0	0	0
1466		12:30:30 p. m.	5.5		0	800	118	179	57	265	0	0	227	1157	123	0	0	0
1467		1:00:30 p. m.	6		0	337	0	214	420	278	0	0	84	326	0	0	0	0
1468		1:30:30 p. m.	6.5		0	241	0	114	0	355	0	0	92	48	0	0	0	0
1469		2:00:30 p. m.	7		0	395	9	132	0	1489	0	0	392	882	15	0	0	0
1470		2:30:30 p. m.	7.5		0	249	0	810	0	1448	0	0	138	51	0	0	0	0
1471		3:00:30 p. m.	8		0	278	0	185	0	223	0	0	11	138	156	0	0	0
1472		3:30:30 p. m.	8.5		0	435	0	67	0	523	0	0	537	113	218	0	0	0
1473		4:00:30 p. m.	9		0	659	0	18	0	517	0	0	820	58	0	0	0	0
1474		4:30:30 p. m.	9.5		0	320	9	101	0	314	0	0	116	113	0	0	0	0
1475		5:00:30 p. m.	10		0	409	436	153	252	533	0	0	151	754	0	0	0	0
1476		5:30:30 p. m.	10.5		0	173	0	1499	11	817	0	0	27	204	0	0	0	0
1477		6:00:30 p. m.	11		0	1009	0	141	0	353	0	0	78	80	0	0	0	0
1478		6:30:30 p. m.	11.5		0	186	0	372	22	813	0	0	119	116	55	0	0	0
1479		7:00:30 p. m.	12		0	375	225	111	3612	16	0	0	1172	102	172	0	0	0
1480		7:30:30 p. m.	12.5		0	951	511	1218	728	39	0	0	2160	489	12	0	0	0
1481		8:00:30 p. m.	13		0	1362	185	580	2946	166	0	0	117	1137	0	0	0	0
1482		8:30:30 p. m.	13.5		0	1861	419	1529	913	573	0	0	860	1805	153	0	0	0
1483		9:00:30 p. m.	14		0	1647	516	1776	335	745	0	0	323	667	993	0	0	0
1484		9:30:30 p. m.	14.5		0	1133	611	1927	967	604	0	0	930	483	1354	0	0	0
1485		10:00:30 p. m.	15		0	1840	243	1915	2628	521	0	0	1009	492	1646	0	0	0
