Muestreo,Fecha,Hora,Fecha-Hora,ZT,Notas,Promedio,APS1,APS2,APS3,APS4,RPS1,RPS2,RPS3,RPS4,ENV1,ENV2,ENV3,APS AVER,RPS AVER,ALL AVER,ENV AVER
1795,,,29/03/2023 16:01,9,,,37.875,37.75,38,38.125,37.875,38.25,0,38.375,26,26.75,24.75,37.9375,38.16666667,38.03571429,25.83333333
1796,,,29/03/2023 16:31,9.5,,,37.75,37.375,37.75,37.375,37.25,38,0,37.625,26.125,26.875,25,37.5625,37.625,37.58928571,26
1797,,,29/03/2023 17:01,10,,,37.75,37.5,37.5,37.375,37.25,38,0,37.75,26.125,26.875,25.125,37.53125,37.66666667,37.58928571,26.04166667
1798,,,29/03/2023 17:31,10.5,,,37.75,37.5,37.75,37.25,37.25,38,0,37.75,26.125,26.875,25.125,37.5625,37.66666667,37.60714286,26.04166667
1799,,,29/03/2023 18:01,11,,,37.75,37.5,37.25,37.625,37.5,37.875,0,37.75,26,26.75,25,37.53125,37.70833333,37.60714286,25.91666667
1800,,,29/03/2023 18:31,11.5,,,38.125,38.25,38,38.25,38,38.5,0,38.75,26,26.875,25,38.15625,38.41666667,38.26785714,25.95833333
1801,,,29/03/2023 19:01,12,,,38,38.375,38,38,37.875,38.75,0,38.625,26.25,27,25.125,38.09375,38.41666667,38.23214286,26.125
1802,,,29/03/2023 19:31,12.5,,,37.75,37.75,38,37.375,37.75,38.125,0,38.125,26.125,26.375,25,37.71875,38,37.83928571,25.83333333
1803,,,29/03/2023 20:01,13,,,38.25,37.75,38,37.625,37.5,38.375,0,37.875,25.75,26,24.75,37.90625,37.91666667,37.91071429,25.5
1804,,,29/03/2023 20:31,13.5,,,38.125,38.125,38.125,37.75,37.875,38.5,0,37.75,25.375,25.5,24.375,38.03125,38.04166667,38.03571429,25.08333333
1805,,,29/03/2023 21:01,14,,,38.25,38.125,37.875,38,38,38,0,37.625,25.125,25.125,24,38.0625,37.875,37.98214286,24.75
1806,,,29/03/2023 21:31,14.5,,,38.75,38.625,38.5,38.75,38.875,38.5,0,38.375,24.5,24.25,23.625,38.65625,38.58333333,38.625,24.125
1807,,,29/03/2023 22:01,15,,,38.375,38.125,38.25,39.125,38.625,38.75,0,39.5,24.25,24.375,23.375,38.46875,38.95833333,38.67857143,24
1808,,,29/03/2023 22:31,15.5,,,38.125,38,38.375,38.25,38,39,0,38.75,24.375,24.5,23.25,38.1875,38.58333333,38.35714286,24.04166667
1809,,,29/03/2023 23:01,16,,,38.375,38,38,37.875,38.125,38.125,0,38.125,24.125,24.25,23.125,38.0625,38.125,38.08928571,23.83333333
1810,,,29/03/2023 23:31,16.5,,,39,38.5,38,38.125,38,38.25,0,37.625,24,24.125,22.875,38.40625,37.95833333,38.21428571,23.66666667
1811,,,30/03/2023 00:01,17,,,38.5,38.375,38.125,38.125,38.375,38.375,0,38,23.875,23.75,22.75,38.28125,38.25,38.26785714,23.45833333
1812,,,30/03/2023 00:31,17.5,,,39.375,37.875,38.875,38.875,38.875,39.375,0,38.625,23.375,23,22.5,38.75,38.95833333,38.83928571,22.95833333
1813,,,30/03/2023 01:01,18,,,38.875,38.25,38.25,38.5,38.625,39.375,0,39.125,23.125,23.25,22.25,38.46875,39.04166667,38.71428571,22.875
1814,,,30/03/2023 01:31,18.5,,,38.125,38,38.125,37.875,38.125,38.875,0,38.25,23,23.125,22.125,38.03125,38.41666667,38.19642857,22.75
1815,,,30/03/2023 02:01,19,,,38.25,37.75,37.625,37.75,38.125,38.25,0,37.875,22.75,22.875,21.875,37.84375,38.08333333,37.94642857,22.5
1816,,,30/03/2023 02:31,19.5,,,38.125,38.125,37.875,38,38.25,38.25,0,37.375,22.5,22.625,21.75,38.03125,37.95833333,38,22.29166667
1817,,,30/03/2023 03:01,20,,,37.875,38.375,38.125,37.75,38.5,39.125,0,37.625,22.375,22.5,21.375,38.03125,38.41666667,38.19642857,22.08333333
1818,,,30/03/2023 03:31,20.5,,,38.5,38.875,38.25,38.5,39,38.5,0,38,22.25,22,21.25,38.53125,38.5,38.51785714,21.83333333
1819,,,30/03/2023 04:01,21,,,38.875,38.375,38.25,38.75,38.625,38.625,0,39.125,22,22.125,21,38.5625,38.79166667,38.66071429,21.70833333
1820,,,30/03/2023 04:31,21.5,,,38.125,38.125,37.75,37.75,37.625,38.5,0,38,21.875,21.875,20.875,37.9375,38.04166667,37.98214286,21.54166667
1821,,,30/03/2023 05:01,22,,,37.875,37.625,38,37.875,38.125,38.125,0,37.5,21.625,21.75,20.75,37.84375,37.91666667,37.875,21.375
1822,,,30/03/2023 05:31,22.5,,,38.125,37.875,37.875,37.875,37.625,38.375,0,37.25,21.375,21.625,20.625,37.9375,37.75,37.85714286,21.20833333
1823,,,30/03/2023 06:01,23,,,37.75,37.5,38.125,37.875,38.125,38.25,0,37.5,21.25,21.5,20.375,37.8125,37.95833333,37.875,21.04166667
1824,,,30/03/2023 06:31,23.5,,,37.75,38.25,38.375,37.875,37.625,38.625,0,38.5,21.125,20.875,20.25,38.0625,38.25,38.14285714,20.75
1825,,,30/03/2023 07:01,0,,,37.625,38.125,37.625,37.25,37.5,38.5,0,38,20.875,21,20.125,37.65625,38,37.80357143,20.66666667
1826,,,30/03/2023 07:31,0.5,,,37.5,37.75,37.875,37.625,37.5,38.625,0,37.625,20.875,21.375,20.125,37.6875,37.91666667,37.78571429,20.79166667
1827,,,30/03/2023 08:01,1,,,37.375,37.375,37.375,37.375,37.125,38.5,0,37.5,21,21.5,20.125,37.375,37.70833333,37.51785714,20.875
1828,,,30/03/2023 08:31,1.5,,,37.375,37.25,37.625,37.125,37.125,38.5,0,37.75,21.125,21.75,20.375,37.34375,37.79166667,37.53571429,21.08333333
1829,,,30/03/2023 09:01,2,,,37.5,37,37.5,37,37.25,38.25,0,38,21.375,22,20.625,37.25,37.83333333,37.5,21.33333333
1830,,,30/03/2023 09:31,2.5,,,37.375,37.75,38.125,37.375,37.625,38.375,0,38.875,21.875,22.5,20.875,37.65625,38.29166667,37.92857143,21.75
1831,,,30/03/2023 10:01,3,,,37.625,38,37.75,37.625,37.5,38.75,0,38,22,22.75,20.875,37.75,38.08333333,37.89285714,21.875
1832,,,30/03/2023 10:31,3.5,,,37.5,37.375,37.5,37.375,37.5,38.5,0,37.75,22.25,23.125,21.125,37.4375,37.91666667,37.64285714,22.16666667
1833,,,30/03/2023 11:01,4,,,37.5,37.25,37.5,36.75,37.25,38.5,0,37.5,22.625,23.375,21.375,37.25,37.75,37.46428571,22.45833333
1834,,,30/03/2023 11:31,4.5,,,37.5,37.5,37.25,37.375,37.375,38.25,0,37.625,22.875,23.625,21.625,37.40625,37.75,37.55357143,22.70833333
1835,,,30/03/2023 12:01,5,,,37.375,37.5,37.25,37.375,37.25,38,0,37.625,23.125,23.875,21.875,37.375,37.625,37.48214286,22.95833333
1836,,,30/03/2023 12:31,5.5,,,37.625,37.25,37.5,36.75,37.25,38.125,0,37.375,23.375,24.125,22.125,37.28125,37.58333333,37.41071429,23.20833333
1837,,,30/03/2023 13:01,6,,,37.5,37.625,37.625,37,37.125,38,0,37.5,23.625,24.5,22.25,37.4375,37.54166667,37.48214286,23.45833333
1838,,,30/03/2023 13:31,6.5,,,37.625,37.25,37.125,36.875,37.125,38.125,0,37.25,23.75,24.625,22.5,37.21875,37.5,37.33928571,23.625
1839,,,30/03/2023 14:01,7,,,37.5,37.625,37.5,37.375,37.25,37.625,0,37.25,24,24.875,22.75,37.5,37.375,37.44642857,23.875
1840,,,30/03/2023 14:31,7.5,,,37.625,37.625,37,37.125,37.125,37.75,0,37.125,24.25,25.125,23,37.34375,37.33333333,37.33928571,24.125
1841,,,30/03/2023 15:01,8,,,37.5,37.375,37.75,37.125,37.125,37.75,0,37.125,24.5,25.375,23.25,37.4375,37.33333333,37.39285714,24.375
1842,,,30/03/2023 15:31,8.5,,,37.5,37.25,37.25,37.125,37.25,37.75,0,36.75,24.75,25.625,23.375,37.28125,37.25,37.26785714,24.58333333
1843,,,30/03/2023 16:01,9,,,37.875,37.125,37.375,37,36.875,37.5,0,37,24.875,25.875,23.625,37.34375,37.125,37.25,24.79166667
1844,,,30/03/2023 16:31,9.5,,,37.5,37.25,37.375,37.125,37.375,37.875,0,37.375,25.125,26,23.875,37.3125,37.54166667,37.41071429,25
1845,,,30/03/2023 17:01,10,,,37.625,37.75,37.5,37.375,37.5,37.75,0,37.25,25.25,26.125,24,37.5625,37.5,37.53571429,25.125
1846,,,30/03/2023 17:31,10.5,,,37.625,37.875,37.25,37.5,37.5,37.875,0,37.625,25.25,26.125,24,37.5625,37.66666667,37.60714286,25.125
1847,,,30/03/2023 18:01,11,,,37.875,37.375,37.5,37,37.25,38,0,37.75,25.375,26.25,24.125,37.4375,37.66666667,37.53571429,25.25
1848,,,30/03/2023 18:31,11.5,,,37.25,37.75,37.625,37.375,37.375,37.625,0,37.125,25.375,26.25,24.125,37.5,37.375,37.44642857,25.25
1849,,,30/03/2023 19:01,12,,,37.75,37.625,37.875,37.25,37.5,37.625,0,37.625,25.375,26.125,24.25,37.625,37.58333333,37.60714286,25.25
1850,,,30/03/2023 19:31,12.5,,,38.25,37.625,37.625,37.75,37.375,38.25,0,37.75,25.25,25.75,24.25,37.8125,37.79166667,37.80357143,25.08333333
1851,,,30/03/2023 20:01,13,,,38.125,37.875,38,37.375,37.5,38.25,0,37.375,25.125,25.625,24.125,37.84375,37.70833333,37.78571429,24.95833333
1852,,,30/03/2023 20:31,13.5,,,38.25,37.875,37.625,38,37.875,38.375,0,37.875,25.125,25.5,24.125,37.9375,38.04166667,37.98214286,24.91666667
1853,,,30/03/2023 21:01,14,,,38.375,37.875,37.75,38.125,37.75,38.125,0,37.875,25,25.25,24,38.03125,37.91666667,37.98214286,24.75
1854,,,30/03/2023 21:31,14.5,,,38.125,38.25,37.625,38,38.375,38.625,0,37.625,24.875,25.125,23.875,38,38.20833333,38.08928571,24.625
1855,,,30/03/2023 22:01,15,,,38.25,37.75,38.125,38.25,38.125,38.25,0,37.75,24.75,25,23.75,38.09375,38.04166667,38.07142857,24.5
1856,,,30/03/2023 22:31,15.5,,,38.5,38.25,38,38,38.5,38.5,0,37.875,24.625,24.875,23.625,38.1875,38.29166667,38.23214286,24.375
1857,,,30/03/2023 23:01,16,,,38.5,37.875,38.375,38.125,38.25,38.875,0,38,24.5,24.625,23.5,38.21875,38.375,38.28571429,24.20833333
1858,,,30/03/2023 23:31,16.5,,,38.25,38.25,38.375,38.25,38.375,38.625,0,38.25,24.375,24.375,23.25,38.28125,38.41666667,38.33928571,24
1859,,,31/03/2023 00:01,17,,,38.25,38.125,37.875,38.125,38.125,38.375,0,37.875,24,24.125,23.125,38.09375,38.125,38.10714286,23.75
1860,,,31/03/2023 00:31,17.5,,,39,38.125,37.625,38,37.625,37.875,0,38.375,23.875,24,23,38.1875,37.95833333,38.08928571,23.625
1861,,,31/03/2023 01:01,18,,,38.5,38.125,38.125,37.875,38.25,38.25,0,37.875,23.75,23.75,22.75,38.15625,38.125,38.14285714,23.41666667
1862,,,31/03/2023 01:31,18.5,,,38.125,38.25,38.25,38.25,38.25,38.25,0,37.75,23.5,23.625,22.625,38.21875,38.08333333,38.16071429,23.25
1863,,,31/03/2023 02:01,19,,,38.25,38.25,38.125,38.125,37.875,38.25,0,38,23.5,23.625,22.5,38.1875,38.04166667,38.125,23.20833333
1864,,,31/03/2023 02:31,19.5,,,37.875,38.375,37.75,38,38.375,37.75,0,37.75,23.25,23.5,22.375,38,37.95833333,37.98214286,23.04166667
1865,,,31/03/2023 03:01,20,,,38.75,38.375,38.25,38,38.125,38.625,0,37.875,23.125,23.375,22.25,38.34375,38.20833333,38.28571429,22.91666667
1866,,,31/03/2023 03:31,20.5,,,38.75,39,38.25,38,38.375,38,0,38.125,23.125,23.25,22.125,38.5,38.16666667,38.35714286,22.83333333
1867,,,31/03/2023 04:01,21,,,38.25,38.375,38,38,37.75,38.5,0,37.75,23,23.125,22,38.15625,38,38.08928571,22.70833333
1868,,,31/03/2023 04:31,21.5,,,37.75,38,38.125,37.75,37.5,38,0,37.625,22.625,22.875,21.75,37.90625,37.70833333,37.82142857,22.41666667
1869,,,31/03/2023 05:01,22,,,38,37.875,38.25,38,37.625,38.25,0,37.25,22.625,22.75,21.625,38.03125,37.70833333,37.89285714,22.33333333
1870,,,31/03/2023 05:31,22.5,,,37.75,37.5,38.375,38.25,37.5,38.5,0,37.25,22.375,22.625,21.5,37.96875,37.75,37.875,22.16666667
1871,,,31/03/2023 06:01,23,,,37.875,38.25,37.5,37.75,38.125,38,0,37.125,22.125,22.5,21.25,37.84375,37.75,37.80357143,21.95833333
1872,,,31/03/2023 06:31,23.5,,,37.375,37.75,38,37.5,37.125,38.375,0,38.625,22,22.375,21.125,37.65625,38.04166667,37.82142857,21.83333333
1873,,,31/03/2023 07:01,0,,,37.375,37.625,37.5,37,37.375,38.5,0,37.625,21.875,22.125,21,37.375,37.83333333,37.57142857,21.66666667
1874,,,31/03/2023 07:31,0.5,,,37.375,37.375,37.375,37.25,37.375,38,0,37.5,21.875,22.5,21,37.34375,37.625,37.46428571,21.79166667
1875,,,31/03/2023 08:01,1,,,37.375,37.25,37,37.375,37.25,37.875,0,37.375,21.875,22.625,20.875,37.25,37.5,37.35714286,21.79166667
1876,,,31/03/2023 08:31,1.5,,,37.375,37.25,37,37.5,36.875,38,0,37,22,22.75,21,37.28125,37.29166667,37.28571429,21.91666667
1877,,,31/03/2023 09:01,2,,,37.25,37.125,37.375,37,37.25,38,0,37.25,22.25,23,21.125,37.1875,37.5,37.32142857,22.125
1878,,,31/03/2023 09:31,2.5,,,37.25,37.125,37.375,37.625,37.625,37.875,0,37.25,22.5,23.25,21.375,37.34375,37.58333333,37.44642857,22.375
1879,,,31/03/2023 10:01,3,,,37.5,37.25,36.875,37.25,37.25,38,0,37.375,22.75,23.5,21.625,37.21875,37.54166667,37.35714286,22.625
1880,,,31/03/2023 10:31,3.5,,,37.625,37.5,37,37.75,37.625,38,0,37.125,23,23.875,21.875,37.46875,37.58333333,37.51785714,22.91666667
1881,,,31/03/2023 11:01,4,,,37.75,37.5,37.25,37.5,37.375,37.75,0,37.375,23.25,24.125,22.125,37.5,37.5,37.5,23.16666667
1882,,,31/03/2023 11:31,4.5,,,37.375,36.75,37,37.125,37.25,37.75,0,37.375,23.625,24.5,22.25,37.0625,37.45833333,37.23214286,23.45833333
1883,,,31/03/2023 12:01,5,,,36.875,37.25,37,37.5,36.875,37.75,0,37.25,23.75,24.75,22.5,37.15625,37.29166667,37.21428571,23.66666667
1884,,,31/03/2023 12:31,5.5,,,38.375,37.5,37.375,37.5,37.875,38.125,0,37.75,24,25.25,22.875,37.6875,37.91666667,37.78571429,24.04166667
1885,,,31/03/2023 13:01,6,,,37.875,37.875,38.125,38,37.625,38.75,0,38.75,24.375,25.5,23.125,37.96875,38.375,38.14285714,24.33333333
1886,,,31/03/2023 13:31,6.5,,,37.375,37.5,37.75,37.375,37.125,38.375,0,37.625,24.625,25.625,23.375,37.5,37.70833333,37.58928571,24.54166667
1887,,,31/03/2023 14:01,7,,,37.125,37.5,37.25,37.375,37,38.125,0,37.25,24.75,25.875,23.625,37.3125,37.45833333,37.375,24.75
1888,,,31/03/2023 14:31,7.5,,,37.125,37.5,37.125,37,37.125,38.125,0,37.125,25,26.125,23.75,37.1875,37.45833333,37.30357143,24.95833333
1889,,,31/03/2023 15:01,8,,,37.5,37.25,37,37.375,37.25,38.375,0,36.875,25.125,26.25,24,37.28125,37.5,37.375,25.125
1890,,,31/03/2023 15:31,8.5,,,37.5,37.625,37.5,37.125,37.25,38.125,0,37.125,25.375,26.375,24.125,37.4375,37.5,37.46428571,25.29166667
1891,,,31/03/2023 16:01,9,,,37.625,37.875,37.25,37.125,37.25,38.125,0,37.125,25.5,26.625,24.25,37.46875,37.5,37.48214286,25.45833333
1892,,,31/03/2023 16:31,9.5,,,37.75,37.875,37.5,37.25,37.25,38,0,37,25.75,26.875,24.5,37.59375,37.41666667,37.51785714,25.70833333
1893,,,31/03/2023 17:01,10,,,37.75,37.625,37.125,37.25,37.5,37.875,0,37.25,25.875,27.125,24.75,37.4375,37.54166667,37.48214286,25.91666667
1894,,,31/03/2023 17:31,10.5,,,38.75,37.125,37.375,37.75,37.875,38.25,0,37.75,26.125,27.125,25.125,37.75,37.95833333,37.83928571,26.125
1895,,,31/03/2023 18:01,11,,,37.875,37.625,37.375,38.5,38.25,38.625,0,38.875,26.375,27.25,25.25,37.84375,38.58333333,38.16071429,26.29166667
1896,,,31/03/2023 18:31,11.5,,,37.5,37.375,37.5,38,37.375,38.25,0,38.125,26.5,27.25,25.375,37.59375,37.91666667,37.73214286,26.375
1897,,,31/03/2023 19:01,12,,,38.125,37.5,37.625,37.25,37.25,38,0,37.5,26.5,27.25,25.375,37.625,37.58333333,37.60714286,26.375
1898,,,31/03/2023 19:31,12.5,,,38.25,37.625,37.5,37.375,37.625,38,0,37,26.375,26.875,25.375,37.6875,37.54166667,37.625,26.20833333
1899,,,31/03/2023 20:01,13,,,38.625,38,38.25,37.625,37.625,38,0,37.625,26.375,26.75,25.375,38.125,37.75,37.96428571,26.16666667
1900,,,31/03/2023 20:31,13.5,,,38.25,38,38,37.875,37.875,38.125,0,38.125,26.375,26.625,25.375,38.03125,38.04166667,38.03571429,26.125
1901,,,31/03/2023 21:01,14,,,38.5,37.875,38,37.5,37.5,38.75,0,38,26.25,26.5,25.25,37.96875,38.08333333,38.01785714,26
1902,,,31/03/2023 21:31,14.5,,,38.5,38,37.875,37.625,38,38.25,0,38.125,26.125,26.5,25.125,38,38.125,38.05357143,25.91666667
1903,,,31/03/2023 22:01,15,,,38.25,38,38,38.125,38.25,38.5,0,38.375,26.125,26.375,25,38.09375,38.375,38.21428571,25.83333333
1904,,,31/03/2023 22:31,15.5,,,38.5,38.125,38.625,38,38.25,38,0,38.5,26,26.25,25,38.3125,38.25,38.28571429,25.75
1905,,,31/03/2023 23:01,16,,,37.875,37.875,38.625,38.375,37.875,38,0,38.125,25.875,26.125,24.875,38.1875,38,38.10714286,25.625
1906,,,31/03/2023 23:31,16.5,,,38.25,38.25,38.125,37.75,38.375,38.875,0,37.875,25.875,26,24.875,38.09375,38.375,38.21428571,25.58333333
1907,,,01/04/2023 00:01,17,,,38.375,38.75,37.75,38,38.625,38.375,0,37.75,25.75,25.875,24.75,38.21875,38.25,38.23214286,25.45833333
1908,,,01/04/2023 00:31,17.5,,,38.25,38.375,37.875,37.875,37.75,38.375,0,38.5,25.625,25.75,24.625,38.09375,38.20833333,38.14285714,25.33333333
1909,,,01/04/2023 01:01,18,,,38.375,37.5,37.875,37.75,37.625,38.125,0,37.875,25.5,25.625,24.5,37.875,37.875,37.875,25.20833333
1910,,,01/04/2023 01:31,18.5,,,39.125,38.125,37.625,37.875,37.625,38.375,0,37.625,25.375,25.375,24.25,38.1875,37.875,38.05357143,25
1911,,,01/04/2023 02:01,19,,,39.375,38,37.75,37.875,37.875,37.875,0,37.625,25.125,25.25,24.125,38.25,37.79166667,38.05357143,24.83333333
1912,,,01/04/2023 02:31,19.5,,,38.5,38.5,38.25,38,37.625,38.25,0,37.375,24.875,25.125,24,38.3125,37.75,38.07142857,24.66666667
1913,,,01/04/2023 03:01,20,,,38,38.625,38.375,38.625,38.25,37.875,0,38,24.75,25,23.75,38.40625,38.04166667,38.25,24.5
1914,,,01/04/2023 03:31,20.5,,,37.875,38.375,38.25,38.25,38.125,37.875,0,37.75,24.625,24.875,23.75,38.1875,37.91666667,38.07142857,24.41666667
1915,,,01/04/2023 04:01,21,,,37.75,38.125,37.875,37.875,38.375,38,0,37.5,24.625,24.75,23.5,37.90625,37.95833333,37.92857143,24.29166667
1916,,,01/04/2023 04:31,21.5,,,37.75,37.75,37.875,37.375,37.625,37.875,0,38.375,24.375,24.5,23.375,37.6875,37.95833333,37.80357143,24.08333333
1917,,,01/04/2023 05:01,22,,,38.25,37.875,38.125,37.625,38.25,38.25,0,38.125,24.125,24.25,23.125,37.96875,38.20833333,38.07142857,23.83333333
1918,,,01/04/2023 05:31,22.5,,,38.625,38.25,38.25,37.875,37.75,38.5,0,37.5,24,24.125,23,38.25,37.91666667,38.10714286,23.70833333
1919,,,01/04/2023 06:01,23,,,38.375,38.75,38,38.5,38.25,38.25,0,38.25,23.875,24,22.875,38.40625,38.25,38.33928571,23.58333333
1920,,,01/04/2023 06:31,23.5,,,37.75,38,37.75,37.625,38,38.125,0,37.625,23.625,23.75,22.625,37.78125,37.91666667,37.83928571,23.33333333
1921,,,01/04/2023 07:01,0,,,37.375,37.375,38,37,37.875,38.125,0,37,23.375,23.625,22.5,37.4375,37.66666667,37.53571429,23.16666667
1922,,,01/04/2023 07:31,0.5,,,37,37.625,37.625,37.125,37.5,38.125,0,37.375,23.375,23.875,22.375,37.34375,37.66666667,37.48214286,23.20833333
1923,,,01/04/2023 08:01,1,,,37.125,37.25,37.375,36.875,37.125,37.75,0,37,23.375,24,22.375,37.15625,37.29166667,37.21428571,23.25
1924,,,01/04/2023 08:31,1.5,,,37.375,37.5,36.875,36.875,37,38,0,37.5,23.5,24.125,22.5,37.15625,37.5,37.30357143,23.375
1925,,,01/04/2023 09:01,2,,,37.375,37.5,37,37.25,37,37.75,0,37.125,23.625,24.375,22.625,37.28125,37.29166667,37.28571429,23.54166667
1926,,,01/04/2023 09:31,2.5,,,36.875,37.5,37.125,37.25,37.25,37.875,0,37.25,23.875,24.625,22.75,37.1875,37.45833333,37.30357143,23.75
1927,,,01/04/2023 10:01,3,,,37.25,37.5,37,37.125,37.5,37.75,0,37.125,24.125,24.875,23,37.21875,37.45833333,37.32142857,24
1928,,,01/04/2023 10:31,3.5,,,37.25,37.875,37.375,37.375,37.125,37.625,0,36.875,24.375,25.125,23.25,37.46875,37.20833333,37.35714286,24.25
1929,,,01/04/2023 11:01,4,,,37.5,37,37.625,37,37.125,37.75,0,37,24.625,25.375,23.5,37.28125,37.29166667,37.28571429,24.5
1930,,,01/04/2023 11:31,4.5,,,37,37.375,37.125,37.125,37.125,37.75,0,37.875,24.875,25.75,23.75,37.15625,37.58333333,37.33928571,24.79166667
1931,,,01/04/2023 12:01,5,,,37.5,37.25,36.875,37.5,37.375,37.625,0,38.125,25.125,26,24,37.28125,37.70833333,37.46428571,25.04166667
1932,,,01/04/2023 12:31,5.5,,,37.25,37,36.875,37.25,37.125,37.75,0,37.5,25.375,26.25,24.375,37.09375,37.45833333,37.25,25.33333333
1933,,,01/04/2023 13:01,6,,,37.125,36.875,37,37,37.125,37.625,0,37.125,25.625,26.5,24.625,37,37.29166667,37.125,25.58333333
1934,,,01/04/2023 13:31,6.5,,,37.375,37.25,37,36.75,37.125,37.625,0,37,25.75,26.625,24.875,37.09375,37.25,37.16071429,25.75
1935,,,01/04/2023 14:01,7,,,37.5,37.5,37.25,36.75,37,37.75,0,37.375,26,26.875,25,37.25,37.375,37.30357143,25.95833333
1936,,,01/04/2023 14:31,7.5,,,37.375,37.375,37.375,36.875,36.75,37.75,0,37.375,26.125,27,25.25,37.25,37.29166667,37.26785714,26.125
1937,,,01/04/2023 15:01,8,,,37,37.375,37.5,37.125,37.25,37.625,0,37.25,26.375,27.25,25.5,37.25,37.375,37.30357143,26.375
1938,,,01/04/2023 15:31,8.5,,,37.375,37,37.375,37.375,37.25,37.875,0,37.125,26.5,27.375,25.625,37.28125,37.41666667,37.33928571,26.5
1939,,,01/04/2023 16:01,9,,,37,37.25,37.5,37.375,37.25,37.875,0,37.375,26.75,27.625,25.75,37.28125,37.5,37.375,26.70833333
1940,,,01/04/2023 16:31,9.5,,,37.25,37.625,37.625,37.75,37.75,38.125,0,37.5,26.875,27.75,26,37.5625,37.79166667,37.66071429,26.875
1941,,,01/04/2023 17:01,10,,,37.125,37.375,37.375,37.375,37.25,37.625,0,37.625,27,27.875,26.125,37.3125,37.5,37.39285714,27
1942,,,01/04/2023 17:31,10.5,,,37.875,37.375,37.5,37.5,37.375,37.5,0,37.75,27.125,28,26.25,37.5625,37.54166667,37.55357143,27.125
1943,,,01/04/2023 18:01,11,,,37.625,37.5,37.625,37.5,37.375,37.75,0,37.75,27.25,28,26.25,37.5625,37.625,37.58928571,27.16666667
1944,,,01/04/2023 18:31,11.5,,,37.625,37.5,37.625,37.25,37.5,37.75,0,37.625,27.25,28,26.375,37.5,37.625,37.55357143,27.20833333
1945,,,01/04/2023 19:01,12,,,37.625,38,37.75,37.375,37.375,38.125,0,37.625,27.25,28.125,26.375,37.6875,37.70833333,37.69642857,27.25
1946,,,01/04/2023 19:31,12.5,,,38.375,38.875,38.25,37.875,37.875,38.25,0,38.125,27.25,27.625,26.375,38.34375,38.08333333,38.23214286,27.08333333
1947,,,01/04/2023 20:01,13,,,39,37.625,38.25,38.25,37.5,38.5,0,38.375,27.25,27.625,26.375,38.28125,38.125,38.21428571,27.08333333
1948,,,01/04/2023 20:31,13.5,,,38.875,37.75,38.125,37.375,38,38.125,0,38.125,27.125,27.5,26.25,38.03125,38.08333333,38.05357143,26.95833333
1949,,,01/04/2023 21:01,14,,,38.375,38,38.125,37.75,38.25,38.375,0,37.875,27.125,27.375,26.25,38.0625,38.16666667,38.10714286,26.91666667
1950,,,01/04/2023 21:31,14.5,,,38.25,38,38,38,38.125,38.625,0,38.375,27,27.25,26.125,38.0625,38.375,38.19642857,26.79166667
1951,,,01/04/2023 22:01,15,,,38.25,38.125,38.5,37.875,38.5,38.625,0,37.75,27,27.125,26,38.1875,38.29166667,38.23214286,26.70833333
1952,,,01/04/2023 22:31,15.5,,,38.25,38.125,38.5,38.5,38.375,38.75,0,37.875,26.75,27,25.875,38.34375,38.33333333,38.33928571,26.54166667
1953,,,01/04/2023 23:01,16,,,37.875,38.25,38.375,38.375,38,38.125,0,38.25,26.625,26.875,25.625,38.21875,38.125,38.17857143,26.375
1954,,,01/04/2023 23:31,16.5,,,39.25,38.375,38.25,38.125,38.5,38,0,38,26.5,26.75,25.5,38.5,38.16666667,38.35714286,26.25
1955,,,02/04/2023 00:01,17,,,38.625,38.875,38.125,38.25,38.375,37.75,0,38,26.375,26.5,25.375,38.46875,38.04166667,38.28571429,26.08333333
1956,,,02/04/2023 00:31,17.5,,,38.125,38,37.75,38.125,38.375,37.75,0,38.125,26.125,26.25,25.125,38,38.08333333,38.03571429,25.83333333
1957,,,02/04/2023 01:01,18,,,37.75,37.75,38,38.375,38.375,38.125,0,37.75,26,26.125,25,37.96875,38.08333333,38.01785714,25.70833333
1958,,,02/04/2023 01:31,18.5,,,38.125,38.125,38.25,38.375,38,38.75,0,37.5,25.875,26,24.75,38.21875,38.08333333,38.16071429,25.54166667
1959,,,03/04/2023 02:31,19,,,38.125,38,38.125,38.125,38,38.625,0,37.25,25.625,25.75,24.625,38.09375,37.95833333,38.03571429,25.33333333
1960,,,04/04/2023 02:31,19.5,,,38.625,37.875,38,37.5,37.625,38.25,0,36.875,25.375,25.5,24.375,38,37.58333333,37.82142857,25.08333333
1961,,,02/04/2023 03:01,20,,,38.875,38.5,38,37.75,37.5,37.875,0,37.375,25.125,25.25,24.125,38.28125,37.58333333,37.98214286,24.83333333
1962,,,02/04/2023 03:31,20.5,,,38.5,38.75,38,37.5,37.5,37.75,0,37.375,24.875,25.125,24,38.1875,37.54166667,37.91071429,24.66666667
1963,,,02/04/2023 04:01,21,,,37.5,38.125,38.25,37,38.25,38,0,37.5,24.625,24.875,23.75,37.71875,37.91666667,37.80357143,24.41666667
1964,,,02/04/2023 04:31,21.5,,,37.75,37.75,38.125,37.625,37.375,38.375,0,37.75,24.5,24.625,23.5,37.8125,37.83333333,37.82142857,24.20833333
