Muestreo,Fecha,Hora,Fecha-Hora,ZT,Notas,Promedio,APS1,APS2,APS3,APS4,RPS1,RPS2,RPS3,RPS4,ENV1,ENV2,ENV3,APS AVER,RPS AVER,ALL AVER,ENV AVER
1,,,20/02/2023 07:01,0,CONTROL,,37.75,37.875,37.25,37.125,37.625,38.375,38.125,38.125,20.25,19.5,0,37.65625,37.78125,37.78125,19.875
2,,,20/02/2023 07:31,0.5,,,37,38,37.5,37.375,37.375,38.125,38,37.875,20,19.75,0,37.546875,37.65625,37.65625,19.875
3,,,20/02/2023 08:01,1,,,37.5,37.875,37.25,37.5,37.375,37.875,37.625,37.375,20.25,19.875,0,37.421875,37.546875,37.546875,20.0625
4,,,20/02/2023 08:31,1.5,,,37.25,37.625,37.5,37.5,37.375,37.375,37.625,37.125,20.5,20,0,37.453125,37.421875,37.421875,20.25
5,,,20/02/2023 09:01,2,,,37,37.375,37.625,37.5,37.75,37.5,37.75,37.125,20.75,20.25,0,37.703125,37.453125,37.453125,20.5
6,,,20/02/2023 09:31,2.5,,,37.625,37.625,37.5,38.5,37.625,37.75,37.75,37.25,21.125,20.625,0,37.65625,37.703125,37.703125,20.875
7,,,20/02/2023 10:01,3,,,37.625,38.375,37,37.875,37.625,37.875,37.625,37.25,21.625,21,0,37.671875,37.65625,37.65625,21.3125
8,,,20/02/2023 10:31,3.5,,,37.75,37.25,37.25,37.375,37.5,38,38.5,37.75,21.875,21.375,0,37.75,37.671875,37.671875,21.625
9,,,20/02/2023 11:01,4,,,37.625,37.875,37.75,37.25,37.5,38.5,38,37.5,22.125,21.625,0,37.546875,37.75,37.75,21.875
10,,,20/02/2023 11:31,4.5,,,37.5,37.75,37.375,37.125,37.5,38.375,37.625,37.125,22.5,21.875,0,37.578125,37.546875,37.546875,22.1875
11,,,20/02/2023 12:01,5,,,37.375,37.875,37.25,37.375,37.75,38.125,37.5,37.375,22.875,22.25,0,37.484375,37.578125,37.578125,22.5625
12,,,20/02/2023 12:31,5.5,,,37.25,37.5,37.625,37.375,37.625,37.5,37.75,37.25,23.125,22.5,0,37.5,37.484375,37.484375,22.8125
13,,,20/02/2023 13:01,6,,,37.25,37.125,37.25,37.25,37.375,37.5,38.375,37.875,23.75,23,0,37.453125,37.5,37.5,23.375
14,,,20/02/2023 13:31,6.5,,,37.5,37.25,37.25,37.25,37.5,37.875,37.375,37.625,24.125,23.25,0,37.359375,37.453125,37.453125,23.6875
15,,,20/02/2023 14:01,7,,,37.5,36.75,37.125,37,37.375,38,37.75,37.375,24.375,23.5,0,37.46875,37.359375,37.359375,23.9375
16,,,20/02/2023 14:31,7.5,,,37.25,37.625,37.5,37,37.25,37.875,37.75,37.5,24.5,23.75,0,37.453125,37.46875,37.46875,24.125
17,,,20/02/2023 15:01,8,,,37,37.5,37.375,37.375,37.5,37.75,37.75,37.375,24.75,24,0,37.40625,37.453125,37.453125,24.375
18,,,20/02/2023 15:31,8.5,,,36.75,37.75,37.875,36.875,37.375,37.625,37.625,37.375,25,24.25,0,37.453125,37.40625,37.40625,24.625
19,,,20/02/2023 16:01,9,,,37,37.375,37.875,37.625,37.25,37.875,37.375,37.25,25.25,24.5,0,37.46875,37.453125,37.453125,24.875
20,,,20/02/2023 16:31,9.5,,,37.25,37.375,37.375,37.375,37.25,37.875,37.75,37.5,25.375,24.625,0,37.5,37.46875,37.46875,25
21,,,20/02/2023 17:01,10,,,37.25,37.125,37.75,37.25,37.625,37.75,37.625,37.625,25.5,24.875,0,37.53125,37.5,37.5,25.1875
22,,,20/02/2023 17:31,10.5,,,37.625,37.125,37.375,37.375,37.125,37.625,38,38,25.5,25,0,37.4375,37.53125,37.53125,25.25
23,,,20/02/2023 18:01,11,,,37.375,36.75,37.5,36.875,37.625,37.625,38,37.75,25.625,25.125,0,37.5625,37.4375,37.4375,25.375
24,,,20/02/2023 18:31,11.5,,,37.25,36.875,37.5,37.25,37.5,38.25,37.875,38,25.5,25.125,0,37.75,37.5625,37.5625,25.3125
25,,,20/02/2023 19:01,12,,,38,37.875,38.25,37.25,37.625,37.625,37.875,37.5,25.5,25.125,0,37.984375,37.75,37.75,25.3125
26,,,20/02/2023 19:31,12.5,,,38.125,37.875,38.125,38,37.625,38.125,38.125,37.875,25,24.75,0,37.875,37.984375,37.984375,24.875
27,,,20/02/2023 20:01,13,,,38,37.75,37.875,37.75,37.5,38.375,38,37.75,25,24.5,0,37.921875,37.875,37.875,24.75
28,,,20/02/2023 20:31,13.5,,,38,37.75,37.875,37.375,38,38.375,38.125,37.875,24.75,24.375,0,38.1875,37.921875,37.921875,24.5625
29,,,20/02/2023 21:01,14,,,38.75,37.75,38.375,38,38.25,38.625,37.875,37.875,24.625,24.25,0,38.171875,38.1875,38.1875,24.4375
30,,,20/02/2023 21:31,14.5,,,38.125,38.25,37.875,37.75,38.375,38.75,38.375,37.875,24.25,24.125,0,38.4375,38.171875,38.171875,24.1875
31,,,20/02/2023 22:01,15,,,38.625,38.125,38.75,38.375,38.625,38.375,38.375,38.25,24.25,23.875,0,38.140625,38.4375,38.4375,24.0625
32,,,20/02/2023 22:31,15.5,,,38,38.125,38.25,38,38.125,38.5,38.375,37.75,24.125,23.75,0,38.453125,38.140625,38.140625,23.9375
33,,,20/02/2023 23:01,16,,,38,38.5,38.875,38.625,38.125,38.375,39,38.125,24,23.5,0,38.265625,38.453125,38.453125,23.75
34,,,20/02/2023 23:31,16.5,,,38.5,37.75,38,38.25,38.375,38.5,38.625,38.125,23.625,23.25,0,38.328125,38.265625,38.265625,23.4375
35,,,21/02/2023 00:01,17,,,38.125,38.25,38.25,38.375,38.125,38,38.625,38.875,23.375,23,0,38.546875,38.328125,38.328125,23.1875
36,,,21/02/2023 00:31,17.5,,,38.875,38.25,38.625,38.625,38.125,38.25,38.5,39.125,23.25,22.875,0,38.1875,38.546875,38.546875,23.0625
37,,,21/02/2023 01:01,18,,,38.25,38.125,38.5,38.125,38,38.25,38.25,38,23,22.75,0,38.046875,38.1875,38.1875,22.875
38,,,21/02/2023 01:31,18.5,,,38,38.125,37.875,37.75,38,38.5,38.125,38,22.75,22.375,0,38.15625,38.046875,38.046875,22.5625
39,,,21/02/2023 02:01,19,,,38.125,38.5,37.875,38.125,37.875,38.625,38.125,38,22.625,22.125,0,38.21875,38.15625,38.15625,22.375
40,,,21/02/2023 02:31,19.5,,,38.125,38.125,38.25,38.125,38,38.75,38.125,38.25,22.375,22,0,38.5,38.21875,38.21875,22.1875
41,,,21/02/2023 03:01,20,,,39,37.875,38.875,38.375,37.75,38.875,38.625,38.625,22.125,21.75,0,38.234375,38.5,38.5,21.9375
42,,,21/02/2023 03:31,20.5,,,38.125,37.5,38.25,38.375,38,39.25,38.5,37.875,22,21.625,0,38.0625,38.234375,38.234375,21.8125
43,,,21/02/2023 04:01,21,,,37.875,38.125,38,38.125,38.125,38.5,38,37.75,22,21.375,0,38.171875,38.0625,38.0625,21.6875
44,,,21/02/2023 04:31,21.5,,,37.75,38.125,38.25,38.375,38.375,38.5,38.25,37.75,21.625,21.25,0,38.03125,38.171875,38.171875,21.4375
45,,,21/02/2023 05:01,22,,,37.625,38,37.5,38.375,38,38.375,38.5,37.875,21.5,21,0,38.109375,38.03125,38.03125,21.25
46,,,21/02/2023 05:31,22.5,,,38.25,38.375,37.625,37.875,37.75,38.75,38.125,38.125,21.375,20.625,0,38.09375,38.109375,38.109375,21
47,,,21/02/2023 06:01,23,,,37.75,38.125,37.875,38.625,37.75,38.375,38.125,38.125,21,20.5,0,38.015625,38.09375,38.09375,20.75
48,,,21/02/2023 06:31,23.5,,,37.25,37.875,38.25,38,37.5,39,38.125,38.125,20.875,20.25,0,37.71875,38.015625,38.015625,20.5625
49,,,21/02/2023 07:01,0,,,38,37.75,37.375,37.375,37.25,38,38.375,37.625,20.75,20.125,0,37.5625,37.71875,37.71875,20.4375
50,,,21/02/2023 07:31,0.5,,,37.25,37.75,37,37.25,37.625,37.875,37.875,37.875,20.75,20.25,0,37.328125,37.5625,37.5625,20.5
51,,,21/02/2023 08:01,1,,,37.25,37.375,36.875,37.125,37.25,37.75,37.5,37.5,20.875,20.25,0,37.40625,37.328125,37.328125,20.5625
52,,,21/02/2023 08:31,1.5,,,37.5,37.875,37.125,37.25,37.25,37.625,37.5,37.125,21,20.375,0,37.46875,37.40625,37.40625,20.6875
53,,,21/02/2023 09:01,2,,,37.5,37.125,37.875,37.375,37.125,37.75,37.5,37.5,21.125,20.625,0,37.96875,37.46875,37.46875,20.875
54,,,21/02/2023 09:31,2.5,,,37.75,37.625,37.5,38.375,37.75,38,38.375,38.375,21.75,21,0,37.84375,37.96875,37.96875,21.375
55,,,21/02/2023 10:01,3,,,37.625,37.75,37.125,37.625,37.875,38.25,38.125,38.375,22.125,21.375,0,37.6875,37.84375,37.84375,21.75
56,,,21/02/2023 10:31,3.5,,,37,37.5,37.25,37.875,37.5,37.875,37.875,38.625,22.5,21.75,0,37.859375,37.6875,37.6875,22.125
57,,,21/02/2023 11:01,4,,,37.375,37.5,37.625,38.25,37.5,37.875,37.875,38.875,23,22.375,0,37.5625,37.859375,37.859375,22.6875
58,,,21/02/2023 11:31,4.5,,,37.125,37.375,37.5,37.375,37.5,38,37.625,38,23.125,22.75,0,37.53125,37.5625,37.5625,22.9375
59,,,21/02/2023 12:01,5,,,37.375,37.5,37.25,37.25,37.5,37.75,37.375,38.25,23.5,23,0,37.5625,37.53125,37.53125,23.25
60,,,21/02/2023 12:31,5.5,,,37.375,37.25,37.5,37.5,37.5,38.125,37.875,37.375,24,23.375,0,37.46875,37.5625,37.5625,23.6875
61,,,21/02/2023 13:01,6,,,37.25,37.5,37.25,37.25,37.25,38,37.875,37.375,24.5,23.75,0,37.46875,37.46875,37.46875,24.125
62,,,21/02/2023 13:31,6.5,,,37.5,37.25,37.375,37.875,37.25,37.5,37.5,37.5,24.375,23.875,0,37.515625,37.46875,37.46875,24.125
63,,,21/02/2023 14:01,7,,,37.25,37.125,37.5,37.25,38,37.625,37.75,37.625,24.375,24.125,0,37.453125,37.515625,37.515625,24.25
64,,,21/02/2023 14:31,7.5,,,37.75,37.25,37.25,37.625,37.25,37.875,37.25,37.375,24.625,24.25,0,37.40625,37.453125,37.453125,24.4375
65,,,21/02/2023 15:01,8,,,37.5,37,37.125,37.25,37.125,38,38,37.25,25,24.625,0,37.6875,37.40625,37.40625,24.8125
66,,,21/02/2023 15:31,8.5,,,37.5,38.125,37.75,37.5,37.5,37.75,38,37.375,25.25,24.875,0,37.59375,37.6875,37.6875,25.0625
67,,,21/02/2023 16:01,9,,,37.625,37.375,37.75,37.25,37.5,37.875,37.75,37.625,25.25,25,0,37.515625,37.59375,37.59375,25.125
68,,,21/02/2023 16:31,9.5,,,37.75,37.25,37.625,37.5,37.125,38,37.625,37.25,25.25,25.125,0,37.328125,37.515625,37.515625,25.1875
69,,,21/02/2023 17:01,10,,,37.5,37.25,37.25,37.375,37,37.75,37.625,36.875,25.375,25.125,0,37.484375,37.328125,37.328125,25.25
70,,,21/02/2023 17:31,10.5,,,37.625,37.25,37.375,37.625,37.25,37.75,37.75,37.25,25.375,25.25,0,37.53125,37.484375,37.484375,25.3125
71,,,21/02/2023 18:01,11,,,37.75,37.375,37.625,37.25,37.375,37.875,37.5,37.5,25.25,25.375,0,37.609375,37.53125,37.53125,25.3125
72,,,21/02/2023 18:31,11.5,,,38.25,37.375,37.125,37.5,37.625,37.75,37.875,37.375,25.125,25.25,0,37.5625,37.609375,37.609375,25.1875
73,,,21/02/2023 19:01,12,,,37.625,37.25,37.625,37.75,37.375,37.75,37.625,37.5,25,25.25,0,37.734375,37.5625,37.5625,25.125
74,,,21/02/2023 19:31,12.5,,,37.625,37.125,37.875,37.375,37.625,38.25,38,38,24.5,24.75,0,37.84375,37.734375,37.734375,24.625
75,,,21/02/2023 20:01,13,,,37.75,37.25,37.875,37.625,37.875,37.875,38.25,38.25,24.375,24.5,0,38.15625,37.84375,37.84375,24.4375
76,,,21/02/2023 20:31,13.5,,,38.125,38,38.125,38.5,37.5,38.25,37.875,38.875,24.125,23.875,0,38.34375,38.15625,38.15625,24
77,,,21/02/2023 21:01,14,,,38.75,38.875,38.375,37.875,38,38.125,38,38.75,24,23.625,0,38,38.34375,38.34375,23.8125
78,,,21/02/2023 21:31,14.5,,,37.875,37.75,38.375,37.875,37.625,38.625,37.875,38,23.75,23.625,0,38.25,38,38,23.6875
79,,,21/02/2023 22:01,15,,,38.125,38.125,39,37.75,38.125,38.25,38.625,38,23.625,23.625,0,38.21875,38.25,38.25,23.625
80,,,21/02/2023 22:31,15.5,,,38.125,38.5,38.25,37.25,38.375,38.375,38.875,38,23.25,23.5,0,38.53125,38.21875,38.21875,23.375
81,,,21/02/2023 23:01,16,,,38.875,38.375,38.375,38.75,38.25,38.5,38.875,38.25,23.125,23.375,0,38.234375,38.53125,38.53125,23.25
82,,,21/02/2023 23:31,16.5,,,38.125,38.25,38.125,38,38.625,38.25,38,38.5,23,23.125,0,38.25,38.234375,38.234375,23.0625
83,,,22/02/2023 00:01,17,,,37.875,38,38,38.25,38,38.5,38.5,38.875,22.75,23,0,38.125,38.25,38.25,22.875
84,,,22/02/2023 00:31,17.5,,,37.875,38,38.375,38,38,38.125,38.125,38.5,22.625,22.75,0,38.328125,38.125,38.125,22.6875
85,,,22/02/2023 01:01,18,,,37.875,38.125,38.75,38.625,38.375,38.25,38.625,38,22.5,22.625,0,38.140625,38.328125,38.328125,22.5625
86,,,22/02/2023 01:31,18.5,,,37.875,38,38.5,37.875,38.375,38.125,38.5,37.875,22.25,22.375,0,38.375,38.140625,38.140625,22.3125
87,,,22/02/2023 02:01,19,,,38.625,37.625,39,37.75,38.5,38.625,38.875,38,22,22.25,0,38.234375,38.375,38.375,22.125
88,,,22/02/2023 02:31,19.5,,,37.875,38.125,38.125,38.25,38.125,38.625,38.375,38.375,21.875,22,0,38.171875,38.234375,38.234375,21.9375
89,,,22/02/2023 03:01,20,,,37.5,38.125,38,37.75,38.375,38.625,38.375,38.625,21.5,21.875,0,38.015625,38.171875,38.171875,21.6875
90,,,22/02/2023 03:31,20.5,,,37.875,37.875,38.125,37.625,38.125,38.5,38.5,37.5,21.25,21.625,0,38.578125,38.015625,38.015625,21.4375
91,,,22/02/2023 04:01,21,,,38.375,38,38.625,38.75,38.25,39.125,39.125,38.375,21.25,21.375,0,38.296875,38.578125,38.578125,21.3125
92,,,22/02/2023 04:31,21.5,,,37.875,38.125,38.375,37.75,38,39,38.625,38.625,21,21.125,0,38,38.296875,38.296875,21.0625
93,,,22/02/2023 05:01,22,,,37.125,38.375,38.25,37.875,37.625,38.625,37.875,38.25,20.625,21,0,38.453125,38,38,20.8125
94,,,22/02/2023 05:31,22.5,,,38.25,38.5,38.5,38.875,37.75,39,38.75,38,20.5,20.875,0,37.953125,38.453125,38.453125,20.6875
95,,,22/02/2023 06:01,23,,,37.875,37.875,37.625,38,37.5,38.5,38.625,37.625,20.375,20.625,0,37.890625,37.953125,37.953125,20.5
96,,,22/02/2023 06:31,23.5,,,37.125,37.875,37.875,37.625,37.5,38.75,38.25,38.125,20.125,20.375,0,37.734375,37.890625,37.890625,20.25
97,,,22/02/2023 07:01,0,,,37.625,37.75,37.375,37.5,37.375,38,38.5,37.75,20.125,20.25,0,37.609375,37.734375,37.734375,20.1875
98,,,22/02/2023 07:31,0.5,,,37.5,37.625,37.625,37.375,37.25,38,37.75,37.75,20.125,20.375,0,37.546875,37.609375,37.609375,20.25
99,,,22/02/2023 08:01,1,,,37.25,37.75,37.5,37.375,37.25,38,37.625,37.625,20.25,20.375,0,37.46875,37.546875,37.546875,20.3125
100,,,22/02/2023 08:31,1.5,,,37.25,37.375,37.25,37.5,37.375,37.75,37.875,37.375,20.25,20.375,0,37.390625,37.46875,37.46875,20.3125
101,,,22/02/2023 09:01,2,,,37,37.25,37.5,37.375,37.375,37.75,37.625,37.25,20.375,20.375,0,37.359375,37.390625,37.390625,20.375
102,,,22/02/2023 09:31,2.5,,,37.25,37,37.375,37.25,37.375,37.75,37.625,37.25,20.875,20.625,0,37.484375,37.359375,37.359375,20.75
103,,,22/02/2023 10:01,3,,,37.125,37.125,37.375,37.375,37.625,37.875,37.75,37.625,21,20.875,0,37.625,37.484375,37.484375,20.9375
104,,,22/02/2023 10:31,3.5,,,37.125,37.625,37.375,37.625,37.25,38.25,37.75,38,21.375,21.125,0,37.65625,37.625,37.625,21.25
105,,,22/02/2023 11:01,4,,,37.25,37.75,37.625,37.25,37.375,38.375,38,37.625,21.875,21.5,0,37.453125,37.65625,37.65625,21.6875
106,,,22/02/2023 11:31,4.5,,,37.125,37.375,37.375,37.5,37.375,37.875,37.625,37.375,22.125,21.75,0,37.46875,37.453125,37.453125,21.9375
107,,,22/02/2023 12:01,5,,,37.125,37,37.25,37.5,37.75,37.875,37.875,37.375,22.375,22,0,37.484375,37.46875,37.46875,22.1875
108,,,22/02/2023 12:31,5.5,,,37.125,37.25,37.375,37.375,37.75,37.625,37.875,37.5,22.625,22.25,0,37.546875,37.484375,37.484375,22.4375
109,,,22/02/2023 13:01,6,,,37,37.375,37.25,37.875,37.625,37.875,37.625,37.75,22.875,22.5,0,37.53125,37.546875,37.546875,22.6875
110,,,22/02/2023 13:31,6.5,,,37.25,37.5,37.25,37.5,37.5,37.875,37.625,37.75,23,22.75,0,37.859375,37.53125,37.53125,22.875
111,,,22/02/2023 14:01,7,,,37.375,37.75,38.5,37.125,37.625,37.875,37.625,39,23.25,23,0,37.640625,37.859375,37.859375,23.125
112,,,22/02/2023 14:31,7.5,,,37.125,37.625,37.625,37.25,37.5,37.75,37.625,38.625,23.5,23.375,0,38.03125,37.640625,37.640625,23.4375
113,,,22/02/2023 15:01,8,,,37.875,37.375,38.125,37.375,38.125,38.25,38.5,38.625,23.875,23.625,0,37.796875,38.03125,38.03125,23.75
114,,,22/02/2023 15:31,8.5,,,37.5,37.375,37.625,37,38.375,38.125,37.75,38.625,24.25,23.875,0,38.109375,37.796875,37.796875,24.0625
115,,,22/02/2023 16:01,9,,,37.375,37.875,38,38,38.25,38.125,37.875,39.375,24.5,24,0,37.984375,38.109375,38.109375,24.25
116,,,22/02/2023 16:31,9.5,,,37.25,38,38,37,38.375,38.25,37.75,39.25,24.625,24.25,0,37.78125,37.984375,37.984375,24.4375
117,,,22/02/2023 17:01,10,,,37.25,37.75,37.75,36.75,38.125,38.375,37.625,38.625,24.75,24.375,0,37.765625,37.78125,37.78125,24.5625
118,,,22/02/2023 17:31,10.5,,,37.5,37.75,37.75,36.875,38.125,38.25,37.625,38.25,24.75,24.5,0,37.625,37.765625,37.765625,24.625
119,,,22/02/2023 18:01,11,,,36.875,37.75,37.625,37.125,38,38.25,37.625,37.75,24.75,24.625,0,37.71875,37.625,37.625,24.6875
120,,,22/02/2023 18:31,11.5,,,37.375,37.75,37.625,37.25,38.25,38.375,37.5,37.625,24.875,24.625,0,37.765625,37.71875,37.71875,24.75
121,,,22/02/2023 19:01,12,,,37.875,37.75,37.625,36.625,38.125,38,38.125,38,24.75,24.625,0,37.90625,37.765625,37.765625,24.6875
122,,,22/02/2023 19:31,12.5,,,37.625,37.75,37.75,37.75,38.25,38.125,37.875,38.125,24.5,24.25,0,38.0625,37.90625,37.90625,24.375
123,,,22/02/2023 20:01,13,,,38,37.875,37.5,37.375,38.25,38.25,39.125,38.125,24.25,23.875,0,38.390625,38.0625,38.0625,24.0625
124,,,22/02/2023 20:31,13.5,,,38.125,37.875,38.375,38.25,38.125,38.625,38.375,39.375,24,23.75,0,38.328125,38.390625,38.390625,23.875
125,,,22/02/2023 21:01,14,,,38.375,37.625,38.5,37.375,38,38.625,38.75,39.375,23.75,23.5,0,38.296875,38.328125,38.328125,23.625
126,,,22/02/2023 21:31,14.5,,,38.125,37.625,38.125,38.125,38.125,38.625,38.25,39.375,23.625,23.25,0,38.3125,38.296875,38.296875,23.4375
127,,,22/02/2023 22:01,15,,,38.125,38.125,38.125,38,38.25,38.25,38.25,39.375,23.375,23.125,0,38.4375,38.3125,38.3125,23.25
128,,,22/02/2023 22:31,15.5,,,38.25,37.75,38.125,37.75,38.625,38.75,38.375,39.875,23.125,23,0,38.375,38.4375,38.4375,23.0625
129,,,22/02/2023 23:01,16,,,38,37.875,38.625,38.25,38.25,38.625,38.125,39.25,22.875,22.875,0,38.296875,38.375,38.375,22.875
130,,,22/02/2023 23:31,16.5,,,38,37.375,38.625,38.75,38.5,38.25,37.875,39,22.625,22.625,0,38.171875,38.296875,38.296875,22.625
131,,,23/02/2023 00:01,17,,,37.875,37.875,38.75,37.875,38.125,38,38.5,38.375,22.375,22.5,0,38,38.171875,38.171875,22.4375
132,,,23/02/2023 00:31,17.5,,,37.75,38,38.375,37.625,38.25,38.125,37.875,38,22.25,22.25,0,38.140625,38,38,22.25
133,,,23/02/2023 01:01,18,,,37.75,38.125,38.125,38,38.25,38.25,38.25,38.375,21.875,22,0,38.015625,38.140625,38.140625,21.9375
134,,,23/02/2023 01:31,18.5,,,37.75,37.875,38.125,37.5,38.125,38,38.25,38.5,21.75,21.875,0,38.296875,38.015625,38.015625,21.8125
135,,,23/02/2023 02:01,19,,,38.625,37.75,38.375,38,38.125,38.25,38.375,38.875,21.625,21.625,0,38.296875,38.296875,38.296875,21.625
136,,,23/02/2023 02:31,19.5,,,38.75,37.875,38.5,38.25,38,38.375,38.875,37.75,21.5,21.5,0,38.171875,38.296875,38.296875,21.5
137,,,23/02/2023 03:01,20,,,37.875,38.25,38.125,37.875,38.625,38.25,38.375,38,21.5,21.25,0,38.109375,38.171875,38.171875,21.375
138,,,23/02/2023 03:31,20.5,,,37.625,37.75,37.875,38.625,38.375,38.625,37.875,38.125,21.25,21.125,0,37.90625,38.109375,38.109375,21.1875
139,,,23/02/2023 04:01,21,,,37.625,37.5,37.625,38,38.25,38.25,38.125,37.875,20.875,21,0,38.171875,37.90625,37.90625,20.9375
140,,,23/02/2023 04:31,21.5,,,37.625,37.625,38,38.25,38.625,38.75,38.375,38.125,20.875,20.75,0,38.3125,38.171875,38.171875,20.8125
141,,,23/02/2023 05:01,22,,,38.125,37.625,38.125,38.375,38.375,38.875,38.125,38.875,20.5,20.5,0,38.140625,38.3125,38.3125,20.5
142,,,23/02/2023 05:31,22.5,,,38.25,38,37.875,38.375,38.125,38.25,38.25,38,20.375,20.375,0,37.984375,38.140625,38.140625,20.375
143,,,23/02/2023 06:01,23,,,37.75,38.25,37.875,38.125,37.875,37.75,38.5,37.75,20.125,20.125,0,38,37.984375,37.984375,20.125
144,,,23/02/2023 06:31,23.5,,,38,38.125,37.875,38,37.375,38.625,38,38,20,20,0,37.703125,38,38,20
145,,,23/02/2023 07:01,0,,,37.5,37.75,37.375,37.75,37.5,38.125,37.625,38,19.875,19.75,0,37.453125,37.703125,37.703125,19.8125
146,,,23/02/2023 07:31,0.5,,,37.25,37.75,37.375,37.5,36.875,37.875,37.875,37.125,19.875,20,0,37.4375,37.453125,37.453125,19.9375
147,,,23/02/2023 08:01,1,,,37.25,37.375,37.5,37.5,37.125,37.625,37.75,37.375,20.125,20,0,37.46875,37.4375,37.4375,20.0625
148,,,23/02/2023 08:31,1.5,,,37.5,37.25,37,37.75,37.875,38,37.375,37,20.5,20.25,0,37.734375,37.46875,37.46875,20.375
149,,,23/02/2023 09:01,2,,,37.75,37.25,37.25,37.875,38,38.625,37.625,37.5,20.75,20.375,0,37.859375,37.734375,37.734375,20.5625
150,,,23/02/2023 09:31,2.5,,,38.375,37.25,36.875,37.75,38.125,38.875,37.5,38.125,21.25,20.625,0,37.984375,37.859375,37.859375,20.9375
151,,,23/02/2023 10:01,3,,,38.25,37.375,36.875,37.75,38.5,38.75,37.75,38.625,20.75,21,0,38.0625,37.984375,37.984375,20.875
152,,,23/02/2023 10:31,3.5,,,38,37.25,37.5,37.5,38.625,39.25,38.125,38.25,21,21.25,0,37.96875,38.0625,38.0625,21.125
153,,,23/02/2023 11:01,4,,,37.75,37.375,37.625,37.5,38.875,39,38,37.625,21.25,21.5,0,37.96875,37.96875,37.96875,21.375
154,,,23/02/2023 11:31,4.5,,,38,37.5,37.375,37.5,39.25,38.5,38,37.625,21.5,21.875,0,37.75,37.96875,37.96875,21.6875
155,,,23/02/2023 12:01,5,,,38,37.375,37.25,37.375,38.625,38.25,37.75,37.375,21.75,22.125,0,37.703125,37.75,37.75,21.9375
156,,,23/02/2023 12:31,5.5,,,37.875,37.625,37.375,37.375,38,38.125,37.625,37.625,22,22.375,0,37.546875,37.703125,37.703125,22.1875
157,,,23/02/2023 13:01,6,,,37.625,37.25,37.5,37.25,37.75,37.875,37.625,37.5,22.25,22.625,0,37.546875,37.546875,37.546875,22.4375
158,,,23/02/2023 13:31,6.5,,,37.375,37.625,37.75,36.625,37.75,37.75,37.75,37.75,22.625,23,0,37.375,37.546875,37.546875,22.8125
159,,,23/02/2023 14:01,7,,,37,37.125,37.125,36.75,37.75,37.875,37.75,37.625,23,23.375,0,37.484375,37.375,37.375,23.1875
160,,,23/02/2023 14:31,7.5,,,37.25,37.375,37.375,37.375,37.375,37.75,37.625,37.75,23.25,23.625,0,37.328125,37.484375,37.484375,23.4375
161,,,23/02/2023 15:01,8,,,37.25,37,37.375,37,37.5,37.625,37.5,37.375,23.5,23.875,0,37.53125,37.328125,37.328125,23.6875
162,,,23/02/2023 15:31,8.5,,,37.25,37.75,37.25,37.125,37.75,38.25,37.625,37.25,23.875,24.375,0,37.5,37.53125,37.53125,24.125
163,,,23/02/2023 16:01,9,,,37.25,37.75,37,37.125,37.25,38.5,37.75,37.375,24.125,24.5,0,37.515625,37.5,37.5,24.3125
164,,,23/02/2023 16:31,9.5,,,36.875,37.5,37.375,37.5,37.5,37.875,38,37.5,24.375,24.75,0,37.5625,37.515625,37.515625,24.5625
165,,,23/02/2023 17:01,10,,,37.625,37.625,37.375,37.625,37.375,37.75,37.625,37.5,24.5,25,0,37.453125,37.5625,37.5625,24.75
166,,,23/02/2023 17:31,10.5,,,37.375,37.375,37.25,37.75,37,37.75,37.5,37.625,24.75,25.125,0,37.5,37.453125,37.453125,24.9375
167,,,23/02/2023 18:01,11,,,37.5,37.75,37.125,37.5,37.125,38,37.375,37.625,24.875,25.125,0,37.515625,37.5,37.5,25
168,,,23/02/2023 18:31,11.5,,,37.5,37.375,37.5,37.25,37.5,38,37.125,37.875,25,25.25,0,37.53125,37.515625,37.515625,25.125
169,,,23/02/2023 19:01,12,,,37.875,37.375,37.875,37,37.125,37.5,37.75,37.75,25.125,25.375,0,37.96875,37.53125,37.53125,25.25
170,,,23/02/2023 19:31,12.5,,,37.875,38.125,37.625,38.25,37.875,37.625,38.25,38.125,25,25.125,0,37.953125,37.96875,37.96875,25.0625
171,,,23/02/2023 20:01,13,,,38,37.875,38.125,37.5,38,38.25,38.125,37.75,24.875,25.125,0,38.0625,37.953125,37.953125,25
172,,,23/02/2023 20:31,13.5,,,38.25,38.5,37.875,38.125,37.75,38.125,37.875,38,24.75,24.875,0,38.015625,38.0625,38.0625,24.8125
173,,,23/02/2023 21:01,14,,,38,38.125,38.25,37.625,37.875,38.25,37.75,38.25,24.5,24.75,0,38.015625,38.015625,38.015625,24.625
174,,,23/02/2023 21:31,14.5,,,38.25,37.875,38,37.5,38,38.125,38.25,38.125,24.5,24.625,0,38.1875,38.015625,38.015625,24.5625
175,,,23/02/2023 22:01,15,,,39,38.125,38.375,38.375,37.875,37.625,38.125,38,24.375,24.5,0,38.09375,38.1875,38.1875,24.4375
176,,,23/02/2023 22:31,15.5,,,38,37.625,38.125,38.125,38.125,38.375,38.125,38.25,24.125,24.25,0,38.21875,38.09375,38.09375,24.1875
